Letter,Number,Color
hve,34,Lavender
hvf,56,Orange
hvg,23,White
hvh,10,Purple
hvi,98,Purple
hvj,1,Gray
hvk,26,Cyan
hvl,76,White
hvm,16,Cyan
hvn,24,Green
hvo,88,Black
hvp,99,Brown
hvq,53,Brown
hvr,12,Magenta
hvs,59,Yellow
hvt,66,Green
hvu,98,Cyan
hvv,99,Green
hvw,95,Orange
hvx,77,Brown
hvy,64,Lavender
hvz,61,Turquoise
hwa,40,White
hwb,33,Pink
hwc,66,Cyan
hwd,4,Purple
hwe,55,Red
hwf,73,Turquoise
hwg,39,White
hwh,94,Cyan
hwi,84,Red
hwj,65,Red
hwk,8,Magenta
hwl,83,Cyan
hwm,98,Green
hwn,0,Green
hwo,100,Brown
hwp,39,Orange
hwq,69,Turquoise
hwr,29,Yellow
hws,51,Orange
hwt,88,Brown
hwu,16,Pink
hwv,39,Black
hww,94,Purple
hwx,12,Red
hwy,97,Lavender
hwz,96,Orange
hxa,22,Blue
hxb,67,Pink
hxc,71,Purple
hxd,46,Blue
hxe,1,Turquoise
hxf,19,Gray
hxg,47,Lavender
hxh,44,Turquoise
hxi,0,Gray
hxj,81,Yellow
hxk,3,Lavender
hxl,19,Orange
hxm,23,Gray
hxn,49,Lavender
hxo,37,Lavender
hxp,43,Red
hxq,25,Yellow
hxr,5,Gray
hxs,2,Green
hxt,70,Orange
hxu,19,Lavender
hxv,59,Gray
hxw,100,Red
hxx,9,Pink
hxy,51,Yellow
hxz,54,Turquoise
hya,72,Cyan
hyb,16,Cyan
hyc,78,Orange
hyd,75,Lavender
hye,3,Blue
hyf,70,Black
hyg,51,Yellow
hyh,35,Black
hyi,40,Orange
hyj,41,Blue
hyk,74,Magenta
hyl,88,Purple
hym,67,Lavender
hyn,72,Green
hyo,37,Green
hyp,41,Magenta
hyq,84,Pink
hyr,99,Brown
hys,78,Lavender
hyt,52,Green
hyu,42,Black
hyv,30,Cyan
hyw,25,Cyan
hyx,89,Purple
hyy,46,Lavender
hyz,89,Brown
hza,29,Black
hzb,71,Cyan
hzc,97,Orange
hzd,76,Magenta
hze,74,Pink
hzf,58,Brown
hzg,29,Lavender
hzh,46,Yellow
hzi,96,Turquoise
hzj,55,Red
hzk,75,Turquoise
hzl,48,Lavender
hzm,39,Red
hzn,71,Blue
hzo,92,Orange
hzp,89,White
hzq,36,Orange
hzr,42,Turquoise
hzs,41,Turquoise
hzt,79,Red
hzu,60,Blue
hzv,54,Red
hzw,25,Lavender
hzx,7,Pink
hzy,5,Cyan
hzz,21,Pink
iaa,23,Gray
iab,51,Turquoise
iac,61,Cyan
iad,85,Magenta
iae,20,Blue
iaf,36,Red
iag,68,Turquoise
iah,0,White
iai,72,Cyan
iaj,10,Orange
iak,94,Brown
ial,2,Blue
iam,17,White
ian,7,Red
iao,23,Magenta
iap,39,Gray
iaq,47,Pink
iar,43,Magenta
ias,16,Brown
iat,67,Purple
iau,81,Cyan
iav,97,White
iaw,40,White
iax,86,Yellow
iay,89,Magenta
iaz,78,Turquoise
iba,82,Magenta
ibb,45,Pink
ibc,48,Purple
ibd,30,Gray
ibe,54,Green
ibf,71,Magenta
ibg,54,Red
ibh,100,Magenta
ibi,59,Pink
ibj,21,Black
ibk,88,Red
ibl,41,Cyan
ibm,31,Gray
ibn,55,White
ibo,78,Gray
ibp,34,Gray
ibq,88,Blue
ibr,69,Red
ibs,43,Magenta
ibt,47,Black
ibu,15,Black
ibv,72,Magenta
ibw,53,Brown
ibx,84,Black
iby,25,Green
ibz,34,Lavender
ica,76,Pink
icb,10,White
icc,45,Gray
icd,98,Lavender
ice,50,Black
icf,52,Purple
icg,23,Red
ich,41,Yellow
ici,87,Cyan
icj,62,Brown
ick,56,Cyan
icl,45,Green
icm,98,Red
icn,85,Green
ico,36,Purple
icp,17,Yellow
icq,1,Cyan
icr,73,Turquoise
ics,51,Gray
ict,80,Pink
icu,80,Green
icv,13,Cyan
icw,22,Red
icx,2,Gray
icy,77,Yellow
icz,6,Blue
ida,60,Pink
idb,18,White
idc,26,Gray
idd,74,Brown
ide,71,Gray
idf,96,Yellow
idg,95,Brown
idh,79,Green
idi,52,Red
idj,0,Red
idk,36,Pink
idl,79,Orange
idm,4,Blue
idn,82,Yellow
ido,33,Magenta
idp,68,Black
idq,12,Blue
idr,16,Yellow
ids,94,Red
idt,30,Orange
idu,39,Red
idv,80,Blue
idw,10,Lavender
idx,29,Green
idy,29,Yellow
idz,77,Red
iea,69,Black
ieb,0,Green
iec,48,Lavender
ied,56,Gray
iee,74,Magenta
ief,51,Pink
ieg,76,Lavender
ieh,73,Pink
iei,59,Purple
iej,70,Magenta
iek,80,White
iel,11,Black
iem,7,Yellow
ien,38,Black
ieo,24,Lavender
iep,70,Brown
ieq,15,Orange
ier,80,Orange
ies,80,Brown
iet,56,White
ieu,78,Pink
iev,70,Black
iew,72,Orange
iex,17,Lavender
iey,48,Lavender
iez,32,Blue
ifa,21,Magenta
ifb,9,Pink
ifc,31,Purple
ifd,52,Purple
ife,73,Red
iff,34,Red
ifg,98,Brown
ifh,36,Blue
ifi,51,Gray
ifj,89,Magenta
ifk,65,Cyan
ifl,79,Purple
ifm,32,Brown
ifn,55,Blue
ifo,46,Gray
ifp,30,Black
ifq,17,Lavender
ifr,67,Red
ifs,3,Yellow
ift,41,Lavender
ifu,50,Turquoise
ifv,81,Purple
ifw,3,Yellow
ifx,87,Red
ify,6,Black
ifz,94,White
iga,2,Yellow
igb,27,Magenta
igc,40,Yellow
igd,92,White
ige,43,Turquoise
igf,17,Magenta
igg,52,Brown
igh,70,Black
igi,27,Gray
igj,46,White
igk,1,Gray
igl,16,Green
igm,50,Yellow
ign,19,Gray
igo,6,Brown
igp,32,Lavender
igq,20,Turquoise
igr,24,Gray
igs,46,Orange
igt,65,Cyan
igu,90,Blue
igv,29,Magenta
igw,55,Black
igx,51,Brown
igy,31,Magenta
igz,84,Green
iha,2,Orange
ihb,23,White
ihc,71,Blue
ihd,45,Blue
ihe,20,Yellow
ihf,85,Lavender
ihg,57,Cyan
ihh,16,Blue
ihi,76,Purple
ihj,85,Pink
ihk,58,Turquoise
ihl,33,Lavender
ihm,66,Cyan
ihn,68,Green
iho,50,Lavender
ihp,80,Purple
ihq,59,Purple
ihr,7,Green
ihs,40,Green
iht,46,Blue
ihu,21,Magenta
ihv,54,Turquoise
ihw,54,Black
ihx,73,Red
ihy,74,Purple
ihz,86,Magenta
iia,75,Blue
iib,51,Blue
iic,3,Blue
iid,92,Cyan
iie,58,Green
iif,76,Magenta
iig,15,Gray
iih,13,Black
iii,66,Black
iij,70,Gray
iik,71,Blue
iil,24,Green
iim,44,Pink
iin,8,Purple
iio,71,Pink
iip,4,Purple
iiq,82,Turquoise
iir,70,Blue
iis,64,Brown
iit,82,Black
iiu,43,Turquoise
iiv,79,Brown
iiw,35,Blue
iix,60,Turquoise
iiy,90,Lavender
iiz,18,Cyan
ija,78,White
ijb,53,Yellow
ijc,5,Blue
ijd,99,Green
ije,90,White
ijf,78,Cyan
ijg,86,Lavender
ijh,76,Magenta
iji,96,Blue
ijj,52,White
ijk,49,Turquoise
ijl,79,Pink
ijm,61,Magenta
ijn,21,Brown
ijo,47,Cyan
ijp,31,Black
ijq,33,Magenta
ijr,11,Brown
ijs,75,Lavender
ijt,16,Gray
iju,51,Gray
ijv,71,Red
ijw,38,Black
ijx,60,Lavender
ijy,48,Orange
ijz,39,Black
ika,78,Brown
ikb,67,Red
ikc,20,Turquoise
ikd,79,Magenta
ike,89,Blue
ikf,95,Pink
ikg,95,White
ikh,37,Turquoise
iki,100,Pink
ikj,63,Black
ikk,65,Pink
ikl,86,Red
ikm,79,Magenta
ikn,72,Pink
iko,12,Brown
ikp,45,Pink
ikq,82,White
ikr,68,White
iks,44,Green
ikt,12,White
iku,77,Yellow
ikv,93,Orange
ikw,68,Red
ikx,36,Orange
iky,69,Gray
ikz,28,Purple
ila,70,Lavender
ilb,23,Lavender
ilc,69,Red
ild,100,Green
ile,36,Pink
ilf,15,Yellow
ilg,34,Blue
ilh,19,Green
ili,86,Pink
ilj,21,White
ilk,81,Turquoise
ill,39,Lavender
ilm,43,Gray
iln,19,Black
ilo,46,Purple
ilp,92,Blue
ilq,55,Lavender
ilr,30,Pink
ils,56,Pink
ilt,74,Red
ilu,46,Orange
ilv,22,Gray
ilw,46,Orange
ilx,97,Turquoise
ily,13,Gray
ilz,4,Purple
ima,71,Yellow
imb,66,Yellow
imc,81,Turquoise
imd,68,Blue
ime,10,Orange
imf,63,White
img,70,Pink
imh,95,Cyan
imi,63,Pink
imj,74,Lavender
imk,6,Pink
iml,99,Blue
imm,18,Pink
imn,62,Blue
imo,11,Orange
imp,22,Black
imq,26,Orange
imr,67,Red
ims,81,Turquoise
imt,46,Green
imu,68,Lavender
imv,88,Yellow
imw,49,Orange
imx,19,Red
imy,88,Yellow
imz,60,Orange
ina,5,Turquoise
inb,25,Black
inc,92,Pink
ind,6,Red
ine,54,White
inf,68,Magenta
ing,30,Yellow
inh,78,Lavender
ini,65,White
inj,99,Turquoise
ink,51,Cyan
inl,16,Turquoise
inm,64,Yellow
inn,37,Blue
ino,5,Magenta
inp,57,Yellow
inq,26,Orange
inr,74,Lavender
ins,6,Blue
int,26,Cyan
inu,87,Blue
inv,89,Turquoise
inw,47,Green
inx,95,Brown
iny,37,Orange
inz,16,Red
ioa,25,Purple
iob,90,Pink
ioc,42,Black
iod,12,Yellow
ioe,78,Black
iof,39,Blue
iog,42,Black
ioh,60,Brown
ioi,68,Lavender
ioj,50,Orange
iok,39,Magenta
iol,68,Orange
iom,80,Blue
ion,47,Cyan
ioo,88,Blue
iop,10,Brown
ioq,50,Pink
ior,44,Yellow
ios,56,Cyan
iot,68,Orange
iou,31,Black
iov,60,Blue
iow,33,Pink
iox,39,Green
ioy,33,Red
ioz,91,Cyan
ipa,26,Lavender
ipb,34,Black
ipc,86,Gray
ipd,20,Gray
ipe,28,Magenta
ipf,35,Lavender
ipg,45,Yellow
iph,4,Brown
ipi,36,Red
ipj,100,Purple
ipk,78,Cyan
ipl,31,Orange
ipm,12,Black
ipn,30,Red
ipo,57,Cyan
ipp,47,Red
ipq,83,Purple
ipr,93,White
ips,56,Brown
ipt,98,Yellow
ipu,87,Cyan
ipv,44,Turquoise
ipw,60,Magenta
ipx,57,Yellow
ipy,79,Brown
ipz,71,Orange
iqa,2,Purple
iqb,21,White
iqc,55,Brown
iqd,34,White
iqe,57,Brown
iqf,16,Black
iqg,85,Black
iqh,67,Magenta
iqi,40,Magenta
iqj,6,Pink
iqk,67,Blue
iql,32,Magenta
iqm,80,Orange
iqn,39,Pink
iqo,79,Brown
iqp,46,Turquoise
iqq,79,Yellow
iqr,100,Yellow
iqs,6,Cyan
iqt,44,Green
iqu,68,Lavender
iqv,52,Purple
iqw,79,White
iqx,66,Turquoise
iqy,95,Green
iqz,9,Cyan
ira,65,Turquoise
irb,25,Blue
irc,85,Purple
ird,82,Orange
ire,0,Green
irf,20,Orange
irg,2,Yellow
irh,40,Magenta
iri,91,Cyan
irj,90,Yellow
irk,16,Orange
irl,35,Pink
irm,12,Lavender
irn,56,Cyan
iro,26,Yellow
irp,78,Pink
irq,29,Green
irr,81,Blue
irs,14,Lavender
irt,43,Blue
iru,64,Magenta
irv,39,Purple
irw,15,Blue
irx,11,Gray
iry,6,Green
irz,22,Red
isa,62,Brown
isb,15,Turquoise
isc,47,Lavender
isd,69,White
ise,23,Orange
isf,36,Brown
isg,0,Cyan
ish,18,Brown
isi,84,White
isj,73,Orange
isk,89,Brown
isl,37,Cyan
ism,73,Black
isn,40,Orange
iso,12,Orange
isp,5,Black
isq,57,Brown
isr,3,Gray
iss,25,Magenta
ist,17,Purple
isu,74,Yellow
isv,20,Cyan
isw,0,Red
isx,73,Lavender
isy,4,Green
isz,17,Purple
ita,69,Blue
itb,50,Cyan
itc,49,Yellow
itd,16,Magenta
ite,20,Blue
itf,20,Blue
itg,60,Pink
ith,78,Magenta
iti,27,Black
itj,81,Gray
itk,63,Green
itl,0,Cyan
itm,83,White
itn,13,Yellow
ito,23,Turquoise
itp,42,Cyan
itq,3,Black
itr,84,Orange
its,80,Red
itt,24,Green
itu,65,Blue
itv,7,White
itw,59,Purple
itx,53,Yellow
ity,31,Yellow
itz,30,Black
iua,90,Magenta
iub,26,Black
iuc,87,Gray
iud,98,Magenta
iue,96,Green
iuf,86,White
iug,41,Magenta
iuh,73,Cyan
iui,14,Brown
iuj,45,Magenta
iuk,13,Gray
iul,65,Purple
ium,52,Green
iun,71,Cyan
iuo,46,Purple
iup,6,Brown
iuq,82,Gray
iur,11,Gray
ius,93,Purple
iut,7,Magenta
iuu,58,Green
iuv,60,Green
iuw,4,Cyan
iux,0,Red
iuy,25,Purple
iuz,83,Turquoise
iva,85,Brown
ivb,71,White
ivc,60,Red
ivd,66,Magenta
ive,41,Cyan
ivf,8,Gray
ivg,32,Yellow
ivh,81,Green
ivi,76,Orange
ivj,88,Pink
ivk,87,Pink
ivl,13,Lavender
ivm,45,Red
ivn,32,Gray
ivo,94,Yellow
ivp,81,Orange
ivq,89,Yellow
ivr,10,Brown
ivs,23,Turquoise
ivt,11,Brown
ivu,20,Blue
ivv,1,Green
ivw,57,Purple
ivx,60,Pink
ivy,70,Orange
ivz,42,Blue
iwa,71,Yellow
iwb,50,Gray
iwc,18,Magenta
iwd,14,Red
iwe,92,Red
iwf,100,Brown
iwg,94,Yellow
iwh,46,Green
iwi,81,Blue
iwj,55,Purple
iwk,55,Gray
iwl,78,Green
iwm,83,Gray
iwn,74,Green
iwo,92,Red
iwp,71,Purple
iwq,47,Purple
iwr,18,Blue
iws,46,Magenta
iwt,2,Gray
iwu,51,Cyan
iwv,100,Brown
iww,61,Pink
iwx,69,Turquoise
iwy,85,Pink
iwz,1,Gray
ixa,88,Purple
ixb,19,Blue
ixc,7,Orange
ixd,7,Cyan
ixe,67,Turquoise
ixf,79,Yellow
ixg,15,Brown
ixh,77,Lavender
ixi,39,Purple
ixj,86,Gray
ixk,23,Brown
ixl,5,Pink
ixm,12,Red
ixn,61,Blue
ixo,72,Yellow
ixp,46,Brown
ixq,74,Brown
ixr,70,Red
ixs,31,Purple
ixt,84,Black
ixu,93,Purple
ixv,24,Red
ixw,35,Orange
ixx,55,Pink
ixy,59,Magenta
ixz,55,Blue
iya,35,Black
iyb,65,Pink
iyc,40,White
iyd,95,Blue
iye,77,Yellow
iyf,30,Yellow
iyg,19,Brown
iyh,38,Lavender
iyi,97,Pink
iyj,46,Orange
iyk,41,White
iyl,5,Pink
iym,3,Yellow
iyn,42,Blue
iyo,99,Red
iyp,34,Black
iyq,78,Green
iyr,48,Green
iys,82,Gray
iyt,42,White
iyu,45,Cyan
iyv,55,Yellow
iyw,7,Black
iyx,30,White
iyy,47,Gray
iyz,60,White
iza,48,Turquoise
izb,25,Cyan
izc,51,Purple
izd,33,White
ize,56,Magenta
izf,76,Purple
izg,87,Lavender
izh,25,Magenta
izi,0,Purple
izj,85,Pink
izk,38,Cyan
izl,76,Lavender
izm,55,Magenta
izn,6,Turquoise
izo,16,White
izp,67,Cyan
izq,34,Cyan
izr,54,Orange
izs,99,Orange
izt,90,Orange
izu,20,Gray
izv,0,Blue
izw,30,Brown
izx,12,Gray
izy,95,Orange
izz,77,Turquoise
jaa,80,Brown
jab,56,White
jac,67,Orange
jad,24,Yellow
jae,18,Gray
jaf,60,Magenta
jag,25,Turquoise
jah,21,Black
jai,30,Brown
jaj,60,Yellow
jak,15,White
jal,55,Cyan
jam,81,Orange
jan,12,Cyan
jao,31,Purple
jap,39,Turquoise
jaq,40,Orange
jar,55,Gray
jas,18,Pink
jat,17,Turquoise
jau,55,Turquoise
jav,69,Gray
jaw,64,Gray
jax,40,Pink
jay,43,Brown
jaz,43,Yellow
jba,15,Magenta
jbb,82,Yellow
jbc,19,Brown
jbd,98,Pink
jbe,83,Red
jbf,42,Gray
jbg,0,Magenta
jbh,20,Gray
jbi,10,Magenta
jbj,27,Yellow
jbk,71,Brown
jbl,73,Gray
jbm,54,Pink
jbn,84,Blue
jbo,94,Lavender
jbp,46,Black
jbq,27,Blue
jbr,77,Purple
jbs,96,Lavender
jbt,59,Pink
jbu,67,Brown
jbv,3,Gray
jbw,12,Cyan
jbx,21,Brown
jby,32,Gray
jbz,28,Yellow
jca,90,Red
jcb,22,Yellow
jcc,56,Cyan
jcd,34,Red
jce,90,Turquoise
jcf,61,Orange
jcg,23,Gray
jch,83,Blue
jci,27,Turquoise
jcj,92,Pink
jck,10,Blue
jcl,36,Gray
jcm,35,Turquoise
jcn,22,Lavender
jco,86,Purple
jcp,88,Gray
jcq,86,Lavender
jcr,70,Green
jcs,4,Green
jct,52,White
jcu,88,Orange
jcv,33,Orange
jcw,58,Yellow
jcx,58,Magenta
jcy,24,Yellow
jcz,60,Orange
jda,59,Purple
jdb,19,Turquoise
jdc,30,Blue
jdd,7,Pink
jde,57,Turquoise
jdf,4,White
jdg,22,Pink
jdh,10,Purple
jdi,51,Red
jdj,27,White
jdk,28,White
jdl,2,Pink
jdm,70,Gray
jdn,99,Purple
jdo,12,Red
jdp,68,Blue
jdq,79,Gray
jdr,98,Purple
jds,76,Purple
jdt,23,Orange
jdu,29,Black
jdv,58,Turquoise
jdw,87,Brown
jdx,41,Brown
jdy,89,Cyan
jdz,21,White
jea,28,Turquoise
jeb,36,Lavender
jec,6,Purple
jed,91,Green
jee,38,Black
jef,53,Pink
jeg,80,Purple
jeh,43,Brown
jei,32,Black
jej,44,Blue
jek,63,Lavender
jel,73,Blue
jem,94,Orange
jen,71,Blue
jeo,16,Purple
jep,67,Green
jeq,72,Turquoise
jer,24,Pink
jes,4,Gray
jet,11,Red
jeu,96,Red
jev,61,Purple
jew,54,Yellow
jex,50,Brown
jey,62,Gray
jez,14,Yellow
jfa,42,Orange
jfb,44,Green
jfc,76,Gray
jfd,7,White
jfe,15,Gray
jff,29,Orange
jfg,40,Magenta
jfh,26,Red
jfi,38,White
jfj,52,Brown
jfk,14,Lavender
jfl,49,Magenta
jfm,92,Brown
jfn,66,Yellow
jfo,84,Black
jfp,67,Purple
jfq,75,White
jfr,20,Brown
jfs,89,Magenta
jft,70,Black
jfu,43,Gray
jfv,68,Lavender
jfw,10,Yellow
jfx,33,Yellow
jfy,24,Red
jfz,37,Orange
jga,86,Lavender
jgb,55,Green
jgc,15,Yellow
jgd,29,Brown
jge,14,Red
jgf,47,Cyan
jgg,23,Turquoise
jgh,57,Turquoise
jgi,95,Purple
jgj,71,Yellow
jgk,66,Purple
jgl,28,Orange
jgm,73,Turquoise
jgn,20,Cyan
jgo,10,Yellow
jgp,64,Gray
jgq,79,Magenta
jgr,93,Brown
jgs,79,Cyan
jgt,60,Yellow
jgu,39,Pink
jgv,23,Purple
jgw,27,Blue
jgx,45,Brown
jgy,93,Green
jgz,63,Yellow
jha,34,Red
jhb,12,Orange
jhc,3,Lavender
jhd,16,Orange
jhe,100,Black
jhf,61,Orange
jhg,11,Green
jhh,63,Blue
jhi,95,Red
jhj,62,Magenta
jhk,41,Lavender
jhl,18,Gray
jhm,20,Green
jhn,30,Red
jho,51,Cyan
jhp,46,Black
jhq,76,Lavender
jhr,81,Black
jhs,35,Lavender
jht,10,Orange
jhu,13,Blue
jhv,100,Magenta
jhw,78,Green
jhx,88,Brown
jhy,90,Purple
jhz,39,Cyan
jia,10,Lavender
jib,19,Pink
jic,57,Orange
jid,52,Blue
jie,95,Yellow
jif,46,Magenta
jig,64,Cyan
jih,5,Red
jii,59,Orange
jij,85,Orange
jik,34,Lavender
jil,60,Magenta
jim,27,Brown
jin,37,Purple
jio,93,Yellow
jip,70,Red
jiq,77,Purple
jir,77,Pink
jis,43,Turquoise
jit,61,Yellow
jiu,7,Orange
jiv,1,Yellow
jiw,49,Turquoise
jix,91,Red
jiy,95,Gray
jiz,35,Yellow
jja,53,Magenta
jjb,18,Blue
jjc,90,Cyan
jjd,82,Purple
jje,85,Orange
jjf,31,Blue
jjg,80,Gray
jjh,96,Gray
jji,91,Pink
jjj,80,Blue
jjk,84,Lavender
jjl,43,Orange
jjm,38,Brown
jjn,98,Green
jjo,47,White
jjp,53,Lavender
jjq,87,Lavender
jjr,2,Brown
jjs,48,Lavender
jjt,16,Orange
jju,64,Pink
jjv,7,Lavender
jjw,62,White
jjx,39,Gray
jjy,50,Turquoise
jjz,66,Black
jka,49,White
jkb,95,Orange
jkc,76,Yellow
jkd,7,Red
jke,71,White
jkf,38,Pink
jkg,93,Pink
jkh,2,Blue
jki,22,Purple
jkj,91,Cyan
jkk,8,Orange
jkl,99,Cyan
jkm,65,Red
jkn,26,Turquoise
jko,84,Black
jkp,70,Cyan
jkq,65,Yellow
jkr,83,Lavender
jks,57,Black
jkt,5,White
jku,83,Blue
jkv,69,White
jkw,2,Orange
jkx,45,Yellow
jky,34,Turquoise
jkz,45,Turquoise
jla,18,Black
jlb,73,Pink
jlc,62,Lavender
jld,44,Lavender
jle,83,Pink
jlf,2,Pink
jlg,23,Orange
jlh,67,Yellow
jli,0,Purple
jlj,95,Yellow
jlk,6,Magenta
jll,65,Purple
jlm,43,Red
jln,47,Lavender
jlo,47,Cyan
jlp,48,Purple
jlq,38,Orange
jlr,34,Magenta
jls,71,Black
jlt,39,Lavender
jlu,35,Brown
jlv,23,Gray
jlw,81,Gray
jlx,79,White
jly,27,Gray
jlz,54,Turquoise
jma,64,Green
jmb,35,Orange
jmc,76,White
jmd,6,Pink
jme,34,Pink
jmf,40,Turquoise
jmg,48,Turquoise
jmh,25,Magenta
jmi,56,Turquoise
jmj,53,Turquoise
jmk,74,Lavender
jml,7,Purple
jmm,43,Purple
jmn,73,Yellow
jmo,80,Green
jmp,69,Red
jmq,77,Turquoise
jmr,60,Green
jms,82,Green
jmt,64,Lavender
jmu,93,Cyan
jmv,84,Green
jmw,15,Brown
jmx,92,Red
jmy,97,Yellow
jmz,7,Pink
jna,53,White
jnb,62,Green
jnc,23,White
jnd,49,Pink
jne,0,Yellow
jnf,34,Yellow
jng,48,White
jnh,94,Purple
jni,19,Lavender
jnj,49,Red
jnk,21,White
jnl,39,Red
jnm,75,White
jnn,2,Black
jno,71,Green
jnp,49,Yellow
jnq,58,Red
jnr,58,Lavender
jns,58,Pink
jnt,21,Magenta
jnu,8,Lavender
jnv,11,Cyan
jnw,57,Lavender
jnx,84,Gray
jny,39,Purple
jnz,20,Pink
joa,32,Cyan
job,85,Gray
joc,64,Black
jod,95,Purple
joe,64,Green
jof,34,Yellow
jog,77,Red
joh,90,Cyan
joi,99,Magenta
joj,11,Gray
jok,68,Pink
jol,60,Black
jom,93,Purple
jon,76,Magenta
joo,31,Green
jop,80,Cyan
joq,96,Black
jor,15,Orange
jos,83,Purple
jot,37,Lavender
jou,90,Purple
jov,76,Green
jow,47,Brown
jox,70,Pink
joy,91,Black
joz,89,Gray
jpa,24,Orange
jpb,70,Lavender
jpc,90,Brown
jpd,7,Cyan
jpe,10,Blue
jpf,2,Magenta
jpg,2,Blue
jph,48,Cyan
jpi,60,White
jpj,66,Blue
jpk,85,Purple
jpl,42,Purple
jpm,88,White
jpn,66,Blue
jpo,34,Black
jpp,38,Blue
jpq,41,Magenta
jpr,83,Magenta
jps,25,Cyan
jpt,56,Blue
jpu,10,White
jpv,93,Red
jpw,92,Gray
jpx,31,Purple
jpy,30,Blue
jpz,84,Cyan
jqa,44,Red
jqb,7,Blue
jqc,45,Pink
jqd,14,Orange
jqe,66,Blue
jqf,100,Pink
jqg,51,Brown
jqh,42,Gray
jqi,41,White
jqj,100,Red
jqk,6,Cyan
jql,78,Orange
jqm,37,Gray
jqn,92,Lavender
jqo,65,Pink
jqp,73,Magenta
jqq,95,Brown
jqr,90,Pink
jqs,72,Turquoise
jqt,33,Blue
jqu,91,Cyan
jqv,55,Gray
jqw,48,Yellow
jqx,57,White
jqy,98,Lavender
jqz,100,Lavender
jra,38,Brown
jrb,9,Orange
jrc,2,Purple
jrd,10,Purple
jre,8,Purple
jrf,34,Brown
jrg,12,Magenta
jrh,70,Pink
jri,56,Orange
jrj,12,Turquoise
jrk,97,Red
jrl,21,Lavender
jrm,80,Turquoise
jrn,67,Lavender
jro,58,Yellow
jrp,100,White
jrq,72,Cyan
jrr,29,Black
jrs,67,Orange
jrt,38,Gray
jru,60,Turquoise
jrv,90,Cyan
jrw,63,Magenta
jrx,28,Gray
jry,67,Brown
jrz,15,Magenta
jsa,12,Turquoise
jsb,84,Blue
jsc,22,Green
jsd,21,White
jse,99,Turquoise
jsf,40,Green
jsg,55,Green
jsh,82,Lavender
jsi,59,Orange
jsj,76,Orange
jsk,74,Orange
jsl,97,Red
jsm,96,Brown
jsn,42,Brown
jso,88,Lavender
jsp,97,Gray
jsq,0,Magenta
jsr,16,Orange
jss,100,Black
jst,5,Brown
jsu,32,Blue
jsv,65,Black
jsw,34,White
jsx,63,Gray
jsy,16,Black
jsz,2,Turquoise
jta,32,Purple
jtb,0,Blue
jtc,66,Lavender
jtd,88,Red
jte,90,Red
jtf,82,Purple
jtg,48,Blue
jth,35,Cyan
jti,39,Magenta
jtj,0,Red
jtk,33,Lavender
jtl,66,Gray
jtm,69,Green
jtn,64,Green
jto,67,Orange
jtp,54,Pink
jtq,66,Cyan
jtr,20,Orange
jts,31,Cyan
jtt,12,Red
jtu,94,White
jtv,89,Yellow
jtw,57,Turquoise
jtx,53,Orange
jty,26,Blue
jtz,41,Brown
jua,66,Lavender
jub,100,Cyan
juc,98,Brown
jud,88,Orange
jue,50,Orange
juf,60,Orange
jug,20,Turquoise
juh,68,Turquoise
jui,45,Cyan
juj,58,Orange
juk,100,Yellow
jul,55,Green
jum,41,Purple
jun,24,Magenta
juo,97,Turquoise
jup,3,White
juq,55,Yellow
jur,90,Brown
jus,74,White
jut,41,Pink
juu,88,White
juv,24,Magenta
juw,48,Blue
jux,24,Turquoise
juy,25,Cyan
juz,85,Blue
jva,66,Magenta
jvb,60,Black
jvc,25,Red
jvd,82,Cyan
jve,8,Yellow
jvf,36,White
jvg,12,Cyan
jvh,53,Red
jvi,31,Yellow
jvj,92,White
jvk,59,Black
jvl,92,Red
jvm,96,Pink
jvn,0,Magenta
jvo,5,Cyan
jvp,11,Yellow
jvq,90,Gray
jvr,88,Lavender
jvs,99,Green
jvt,6,Lavender
jvu,4,Blue
jvv,36,Turquoise
jvw,19,Turquoise
jvx,19,Green
jvy,43,Red
jvz,89,Purple
jwa,39,Pink
jwb,23,Blue
jwc,19,Pink
jwd,90,Black
jwe,80,Green
jwf,96,Orange
jwg,31,Purple
jwh,72,Blue
jwi,100,White
jwj,61,Lavender
jwk,55,Yellow
jwl,0,Pink
jwm,44,Orange
jwn,22,Magenta
jwo,63,Turquoise
jwp,2,Cyan
jwq,9,Blue
jwr,97,Orange
jws,81,Lavender
jwt,63,Pink
jwu,12,Gray
jwv,1,Blue
jww,80,Yellow
jwx,86,Red
jwy,42,Cyan
jwz,50,Gray
jxa,15,Gray
jxb,58,Gray
jxc,54,Orange
jxd,93,Purple
jxe,66,Cyan
jxf,76,Turquoise
jxg,3,Lavender
jxh,53,Green
jxi,95,Gray
jxj,22,Black
jxk,37,White
jxl,3,Turquoise
jxm,4,Magenta
jxn,41,Blue
jxo,28,Gray
jxp,41,Black
jxq,89,Turquoise
jxr,90,Turquoise
jxs,76,Green
jxt,65,Cyan
jxu,67,Yellow
jxv,55,Turquoise
jxw,85,Purple
jxx,100,Brown
jxy,29,Yellow
jxz,14,Magenta
jya,14,Orange
jyb,38,Magenta
jyc,96,Yellow
jyd,43,Cyan
jye,77,Pink
jyf,85,White
jyg,83,White
jyh,27,White
jyi,20,Blue
jyj,3,White
jyk,19,Cyan
jyl,80,Orange
jym,90,Cyan
