name,decimal,state,year
rrx,0.48,Rhode Island,1992
rrz,0.72,California,2007
rsb,0.61,North Dakota,2022
rsc,0.1,Colorado,1910
rsh,0.97,Colorado,2004
rsi,0.34,South Carolina,1975
rsl,0.64,Ohio,1925
rsp,0.8,Ohio,1988
rst,0.49,Oklahoma,1989
rsu,0.24,Illinois,1988
rsv,0.29,Massachusetts,1950
rsw,0.76,California,1983
rta,0.96,Kansas,1935
rtd,0.48,Utah,1990
rtf,0.44,Indiana,1916
rtg,0.25,Georgia,1904
rth,0.43,Washington,1988
rtl,0.29,New Hampshire,1918
rtp,0.34,Florida,1918
rtq,0.19,Alabama,2010
rtr,0.52,Georgia,1947
rtt,0.47,Minnesota,1964
rtw,0.79,North Carolina,1984
rty,0.6,Tennessee,2005
rua,0.01,Oregon,1993
rub,0.16,Arkansas,2005
rue,0.12,New Jersey,1978
ruh,0.2,Nevada,1980
rui,0.06,Texas,2019
ruq,0.55,Florida,1924
rut,0.96,South Dakota,1997
ruu,0.61,Wyoming,1958
rvb,0.79,Rhode Island,2014
rvf,0.27,Hawaii,1907
rvj,0.97,Illinois,1928
rvm,0.76,Vermont,2002
rvs,0.44,Minnesota,1969
rvv,0.99,Tennessee,1983
rwe,0.27,Ohio,1995
rwf,0.63,Indiana,1979
rwk,0.19,Virginia,1971
rwl,0.1,South Dakota,1984
rwn,0.23,Indiana,2004
rwp,0.52,Virginia,2003
rwt,0.44,Ohio,1994
rwu,0.08,Utah,1976
rwv,0.7,California,2021
rww,0.01,South Carolina,2006
rwy,0.12,Alaska,2018
rxa,0.84,Kansas,1924
rxd,0.37,Utah,1950
rxf,0.2,Kansas,1916
rxg,0.71,Minnesota,2016
rxh,0.31,Kentucky,2010
rxj,0.23,Colorado,1937
rxk,0.44,New Hampshire,2012
rxl,0.06,Idaho,2023
rxm,0.74,California,1952
rxo,0.15,Alaska,1916
rxp,0.42,Kansas,2007
rxr,0.16,Pennsylvania,2011
rxs,0.44,Arizona,1937
rxz,0.21,Ohio,1993
rye,0.82,Louisiana,1909
ryf,0.39,Alaska,1927
ryg,0.91,New Jersey,1934
ryi,0.92,South Dakota,1917
ryj,0.22,Ohio,1971
ryk,0.13,Maryland,2001
ryo,0.88,Ohio,1974
rys,0.58,Kentucky,1917
ryu,0.51,North Dakota,1915
ryx,0.82,Maine,2001
ryz,0.14,Colorado,2018
rza,0.85,Nevada,1972
rzd,0.98,South Dakota,1940
rzl,0.75,Nevada,2018
rzo,0.94,North Carolina,1908
rzp,0.62,Montana,1908
rzs,0.55,Alaska,1907
rzu,0.25,Hawaii,1960
rzv,0.61,Maryland,2017
rzw,0.0,Alabama,1934
saa,0.24,Vermont,1932
saf,0.61,Wisconsin,1953
sal,0.27,Florida,1931
san,0.52,Kentucky,1949
sap,0.36,Illinois,1928
say,0.68,Colorado,1931
sba,0.03,Nevada,2012
sbe,0.0,Rhode Island,1988
sbi,0.88,Washington,2021
sbj,0.3,Georgia,2007
sbm,0.08,Alaska,1956
sbn,0.95,Louisiana,1923
sbq,0.96,Illinois,1919
sbt,0.85,Ohio,1988
sca,0.95,North Carolina,1984
sce,0.39,New Hampshire,1990
sci,0.06,West Virginia,1995
sck,0.5,Hawaii,1913
scm,0.78,Maine,2013
scq,0.28,Missouri,2017
scr,0.85,New Jersey,1970
scs,0.5,New Jersey,1942
scy,0.19,New Jersey,1944
sdb,0.16,West Virginia,1988
sdc,0.06,Arkansas,1996
sdf,0.4,South Carolina,1907
sdg,0.82,Idaho,1963
sdi,0.1,Maryland,1958
sdj,0.21,Iowa,1952
sdk,0.16,Colorado,1908
sdm,0.29,Virginia,1945
sdn,0.48,Pennsylvania,1973
sdo,0.78,Georgia,1938
sdp,0.72,California,2020
sdq,0.98,Louisiana,1925
sds,0.62,New Hampshire,1966
sdt,0.33,Idaho,1921
sdu,0.41,South Carolina,2018
sdv,0.69,Pennsylvania,1931
seb,0.36,Georgia,2012
sef,0.52,Montana,1901
seh,0.63,Wyoming,1947
seo,0.85,Louisiana,1958
seq,0.56,Hawaii,1946
set,0.49,Tennessee,1997
seu,0.42,Texas,1927
sex,0.58,Alaska,2012
sez,0.78,Maine,1908
sfa,0.79,Illinois,1923
sfb,0.73,Kansas,1994
sfc,0.73,New Mexico,1982
sfd,0.39,New York,1969
sfi,0.23,Tennessee,1955
sfl,0.17,Alabama,1913
sfp,0.46,Minnesota,1971
sfq,0.01,New York,1949
sgb,0.17,Alaska,2016
sge,0.02,Massachusetts,1997
sgf,0.97,Tennessee,1902
sgg,0.24,Florida,1935
sgk,0.0,Arizona,1990
sgt,0.64,Rhode Island,1902
sgu,0.0,South Carolina,1921
sgz,0.09,Nebraska,1940
shd,0.52,Wisconsin,1967
shf,0.85,Tennessee,2016
shh,0.43,New Mexico,1994
shi,0.58,West Virginia,1998
shm,0.71,Utah,1998
sho,0.48,Massachusetts,2021
shr,0.72,Oregon,1948
shs,0.34,Tennessee,1954
shv,0.61,Kansas,1965
sib,0.63,Kentucky,1946
sic,0.94,Florida,2006
sid,0.81,Vermont,2008
sif,0.5,Hawaii,2017
sil,0.19,Nevada,1910
sin,0.57,Alabama,1952
sio,0.56,New Mexico,1939
siq,0.95,Oregon,1923
siw,0.5,South Dakota,1929
sjc,0.62,Iowa,1993
sje,0.66,Arizona,1958
sjg,0.9,Florida,1950
sjj,0.17,New Hampshire,1983
sjo,0.24,Nevada,1975
sjr,0.4,Washington,1928
sjy,0.65,Arkansas,1961
sjz,0.85,New Jersey,1911
ske,0.55,Texas,1918
skj,0.48,South Dakota,1926
skk,0.45,Colorado,1949
skq,0.83,Washington,1946
skt,0.39,Idaho,1911
skv,0.44,Minnesota,1914
skw,0.07,Wyoming,1978
sky,0.22,Michigan,1993
sld,0.23,Hawaii,1979
slf,0.47,Arizona,1940
slh,0.71,Texas,1910
sli,0.25,Washington,2012
slk,0.04,Oregon,1913
slo,0.55,Connecticut,1940
slp,0.67,Rhode Island,1949
slr,0.32,New York,2017
sls,0.23,South Carolina,2021
slv,0.05,Texas,1919
sly,0.12,Massachusetts,1936
sma,0.54,Hawaii,2001
smb,0.62,New Mexico,1930
smd,0.95,Connecticut,1954
sme,0.99,New Hampshire,1968
smi,0.3,Oklahoma,2003
smp,0.79,Montana,1922
smq,0.89,Texas,2021
smt,0.73,Georgia,1942
smz,0.67,Indiana,1951
sna,0.83,California,2023
snc,0.68,Virginia,2010
sne,0.17,Vermont,1941
sni,0.1,Kansas,1928
snm,0.25,New York,1982
sns,0.88,Kentucky,1953
snv,0.72,Pennsylvania,1911
sny,0.28,Colorado,1915
sod,0.58,North Dakota,1900
soe,0.87,Idaho,1992
soh,0.01,Washington,1906
soj,0.4,Delaware,2016
sok,0.18,Utah,1931
sou,0.76,New Mexico,1916
sov,0.89,South Dakota,1986
soz,0.21,Utah,1977
spb,0.06,North Carolina,1924
spf,0.66,Iowa,1949
sph,0.08,Arizona,1941
spi,0.16,Illinois,1981
spj,0.33,Arizona,1923
spk,0.84,North Carolina,1919
spm,0.32,Wisconsin,1928
spn,0.47,Colorado,1990
spv,0.94,New Hampshire,1989
spy,0.75,Mississippi,1995
sqd,0.9,Arizona,1908
sqf,0.56,Alabama,1997
sqh,0.35,Arizona,1956
sqm,0.16,New Hampshire,1913
sqq,0.69,Oregon,1940
sqr,0.4,Kentucky,2011
sqs,0.03,West Virginia,2021
sqy,0.81,North Carolina,1944
sra,0.08,North Dakota,1911
srd,0.94,Maryland,2005
srj,0.04,West Virginia,1908
srk,0.93,California,1993
srn,0.27,Indiana,1969
srr,0.8,Michigan,1982
srw,0.05,South Carolina,1985
ssc,0.98,Virginia,1974
ssg,0.03,Delaware,1902
ssw,0.18,Kansas,1908
ssz,0.92,Alabama,1999
sta,0.0,Louisiana,2012
std,0.17,Missouri,2010
stg,0.09,Oklahoma,1987
sti,0.72,Idaho,1905
stn,0.94,Idaho,1954
stp,0.14,Idaho,1964
str,0.4,Louisiana,1959
stu,0.42,Texas,1924
stw,0.03,Wyoming,1942
stz,0.58,Michigan,1964
sua,0.79,California,2006
sud,0.67,Rhode Island,1973
sue,0.56,Idaho,1984
sui,0.9,Indiana,1991
sum,0.21,Louisiana,1920
sun,0.28,Virginia,1933
sup,0.22,Utah,2003
sur,0.06,Florida,1944
sus,0.58,Connecticut,1922
suu,0.04,Connecticut,2012
suz,0.84,New Mexico,1941
svd,0.59,Idaho,1934
svg,0.87,Alaska,1917
svh,0.62,Louisiana,1945
svi,0.77,Idaho,2014
svl,0.06,Massachusetts,1943
svm,0.85,Hawaii,1936
svn,0.34,Washington,1963
svq,0.55,Kentucky,2004
svr,0.03,Nevada,1912
svs,0.82,California,2002
svt,0.11,Idaho,1913
svz,0.55,Ohio,1965
swa,0.53,Oregon,1922
swc,0.7,Georgia,1999
swd,0.11,Missouri,1972
swe,0.41,Idaho,2017
swg,0.02,Michigan,1946
swh,0.54,Utah,1996
swi,0.16,Delaware,2016
swj,0.61,West Virginia,2022
swm,0.08,Montana,1985
swo,0.63,Iowa,1979
sws,0.6,Ohio,1947
swt,0.28,Idaho,1900
swu,0.06,California,1960
swv,0.63,New Mexico,1992
swx,0.98,Minnesota,2011
swy,0.98,Wisconsin,1903
swz,0.96,South Carolina,1910
sxd,0.91,Hawaii,1903
sxh,0.68,Oklahoma,1929
sxj,0.66,Connecticut,1991
sxl,0.0,Texas,1965
sxn,0.32,Maine,1945
sxt,0.91,Minnesota,2023
sxv,0.62,Ohio,2009
sxw,0.21,Washington,1911
sxx,0.41,Delaware,1949
syd,0.42,Alaska,2019
sye,0.93,Kentucky,1921
syf,0.82,West Virginia,1901
syi,0.18,Mississippi,1918
syp,0.44,Rhode Island,1987
syr,0.53,Arizona,1993
sys,0.63,Tennessee,2018
syt,0.35,Washington,1986
syx,0.85,Missouri,1917
syz,0.48,Nebraska,2011
szh,0.66,New Jersey,1957
szj,0.81,Maine,2017
szk,0.15,Maine,1977
szo,0.34,Washington,1996
szp,0.48,Illinois,1933
szr,0.85,Tennessee,1946
szs,0.47,Maryland,1929
szt,0.45,Texas,1973
szv,0.78,New Jersey,1965
szw,0.69,Wyoming,2003
tad,0.49,Oklahoma,1946
tae,0.43,Colorado,1912
tag,0.46,Minnesota,1906
tah,0.99,Mississippi,1955
tai,0.63,Florida,1989
taj,0.24,Mississippi,1925
tao,0.13,South Carolina,1981
taq,0.16,Kentucky,1989
tat,0.83,Minnesota,1960
tau,0.53,Vermont,1982
tay,0.38,New Jersey,1998
tbb,0.94,Wisconsin,2007
tbc,0.82,Arizona,1972
tbe,0.81,Missouri,1958
tbf,0.8,Tennessee,1991
tbh,0.5,Michigan,1920
tbk,0.45,Nebraska,1951
tbl,0.91,Virginia,1946
tbm,0.27,North Dakota,1949
tbp,0.71,Hawaii,1922
tbs,0.25,Oregon,2020
tbu,0.83,Alabama,2006
tbv,0.37,Wyoming,2011
tby,0.83,Hawaii,1998
tcb,0.87,Utah,1924
tcd,0.8,New Mexico,1933
tci,0.34,Michigan,1924
tcj,0.26,Alaska,1949
tcp,0.61,Nevada,1956
tcq,0.76,Washington,1992
tct,0.77,Iowa,1982
tcz,0.95,Montana,1993
tda,0.26,Wyoming,2005
tdd,0.2,South Carolina,1965
tde,0.49,New Jersey,1957
tdk,0.31,New Mexico,1969
tdn,0.99,Wisconsin,1959
tdo,0.89,New Hampshire,1906
tdq,0.82,California,2007
tdr,0.41,Oregon,1924
tdv,0.26,South Carolina,2010
tdy,0.72,New Jersey,1958
teh,0.79,Kansas,1965
tei,0.24,Florida,1923
tej,0.39,Louisiana,1966
tem,0.9,Kansas,1987
tep,0.98,New Mexico,1978
tev,0.66,New Jersey,2011
tez,0.3,Louisiana,1910
tfb,0.66,Alabama,1967
tfe,0.86,Rhode Island,1986
tff,0.66,Montana,1968
tfg,0.83,Arkansas,1975
tfh,0.95,Florida,1945
tfm,0.04,Texas,2023
tfn,0.96,Massachusetts,1915
tfq,0.91,Maine,1959
tfs,0.58,Montana,1908
tfz,0.79,Colorado,1910
tgb,0.37,Virginia,1974
tge,0.63,Montana,1960
tgh,0.72,Georgia,1996
tgj,0.54,Indiana,1908
tgk,0.12,Alaska,2003
tgl,0.4,Utah,1923
tgo,0.51,New York,1920
tgp,0.25,Georgia,1950
tgr,0.01,Arkansas,1943
tgs,0.43,Kentucky,1912
tgu,0.21,New Hampshire,1929
tgv,0.74,New Hampshire,1994
thc,0.3,Kansas,1962
thd,0.4,Nevada,1972
thf,0.83,Alabama,1911
thg,0.39,Georgia,1934
thi,0.03,Ohio,2004
thl,0.62,Vermont,2014
thn,0.72,Alaska,1935
tho,0.84,Alaska,1982
thp,0.46,Indiana,1972
tht,0.08,New Hampshire,1971
thx,0.75,Iowa,1940
thz,0.06,Wyoming,1940
tia,0.74,West Virginia,1988
tib,0.69,Maine,2008
tij,0.03,Mississippi,1958
til,0.03,Michigan,1998
tin,0.6,Oklahoma,1963
tio,0.49,Idaho,1931
tir,0.51,North Dakota,1914
tiw,0.98,Massachusetts,1933
tiy,0.4,Maine,1931
tjb,0.98,Arkansas,1991
tji,0.76,Ohio,1974
tjk,0.61,Louisiana,1985
tjm,0.88,Arizona,1984
tjp,0.3,Minnesota,2018
tjq,0.44,Ohio,1929
tjr,0.05,Ohio,1925
tjs,0.39,Indiana,1906
tjt,0.89,Minnesota,1963
tkb,0.45,Indiana,1942
tke,0.79,Nevada,1958
tki,0.38,Minnesota,1994
tkl,0.11,Arkansas,1941
tko,0.64,Hawaii,2018
tkq,0.36,Indiana,1931
tkr,0.57,Arizona,1925
tkv,0.1,Texas,1925
tkw,0.12,Hawaii,1915
tla,0.4,Utah,2003
tlc,0.3,Alabama,1910
tll,0.85,Alaska,2001
tlm,0.25,Ohio,1942
tlo,0.61,Colorado,1997
tlr,0.58,Kansas,1976
tlt,0.71,Alabama,2023
tlw,0.08,Montana,1981
tlx,0.97,Iowa,1908
tlz,0.06,Wyoming,1985
tme,0.74,Louisiana,2023
tmf,0.99,North Dakota,1995
tml,0.28,Virginia,1976
tmm,0.68,North Dakota,1911
tmp,0.84,Michigan,1970
tmu,0.59,Louisiana,1943
tmw,0.48,California,1962
tnd,0.57,Oklahoma,2007
tng,0.03,Oklahoma,1937
tni,0.29,Oklahoma,2001
tnm,0.22,Delaware,2006
tnx,0.68,Arizona,1914
tny,0.16,Nevada,1948
tnz,0.09,California,2021
tob,0.25,Maine,2006
toc,0.18,Rhode Island,1994
tod,0.27,New Jersey,1999
tog,0.45,North Dakota,1905
toi,0.8,Delaware,1947
toy,0.64,Texas,1935
tpb,0.85,Texas,2001
tpd,0.54,West Virginia,1908
tpf,0.99,West Virginia,1969
tph,0.87,Nebraska,1917
tpj,0.99,Rhode Island,1976
tpm,0.34,Michigan,1947
tpn,0.82,Utah,1982
tpp,0.04,Tennessee,2015
tpq,0.54,Indiana,2022
tpt,0.29,North Dakota,1901
tpu,0.04,New Jersey,1984
tpv,0.21,Montana,1946
tpw,0.0,Pennsylvania,1981
tqc,0.05,Vermont,1950
tqf,0.85,New Mexico,1982
tqg,0.64,Delaware,1981
tqj,0.98,Rhode Island,1920
tql,0.18,Illinois,1918
tqn,0.07,Nevada,1918
tqo,0.71,Florida,1966
tqp,0.31,Arizona,1920
tqq,0.6,Rhode Island,1977
tqr,0.71,Oregon,1963
tqt,0.81,Iowa,2021
tqu,0.01,Delaware,1905
tqx,0.94,Connecticut,1968
tqz,0.34,New York,1964
tra,0.01,West Virginia,2001
trb,0.05,Massachusetts,1973
tre,0.98,Colorado,2023
trn,0.06,Oregon,2008
trs,0.1,Oklahoma,1957
trt,0.87,Alabama,1974
try,0.54,Tennessee,2000
tsd,0.91,Nebraska,1906
tsj,0.03,Massachusetts,1966
tsl,0.14,Nebraska,2005
tsr,0.13,North Carolina,2023
tsw,0.21,Ohio,2014
tsz,0.03,Minnesota,1971
ttd,0.03,Washington,2004
ttf,0.99,Pennsylvania,2016
ttg,0.35,Georgia,1978
tth,0.71,Wisconsin,1935
tti,0.78,Kentucky,2003
ttm,0.19,New Hampshire,1911
tto,0.73,Wyoming,2003
ttr,0.92,Delaware,1924
ttv,0.27,Montana,2001
tty,0.49,Missouri,2007
tua,0.76,Vermont,1916
tud,0.03,Alaska,1999
tue,0.04,South Dakota,2002
tuf,1.0,Maine,1995
tul,0.04,Kansas,1920
tum,0.39,South Dakota,2009
tun,0.81,Alabama,2009
tuo,0.92,Vermont,1905
tut,0.82,New Jersey,1948
tuu,0.68,South Carolina,1966
tuy,0.85,North Carolina,1909
tvi,0.17,California,2013
tvj,0.6,Ohio,1950
tvo,0.36,Vermont,1951
tvp,0.36,Indiana,1973
tvu,0.85,Massachusetts,1964
tvv,0.29,Ohio,1982
tvx,0.78,Florida,1994
twc,0.11,Alabama,1928
twe,0.76,Michigan,1927
twf,0.96,South Dakota,1925
twr,0.75,New York,1923
twt,0.81,Utah,1967
txa,0.53,Virginia,1934
txb,0.52,Massachusetts,2005
txg,0.32,Ohio,2022
txj,0.58,Maine,1924
txm,0.26,Vermont,2012
txr,0.54,Arizona,1992
txs,0.16,Pennsylvania,2004
txt,0.39,Delaware,2002
txu,0.19,Missouri,2012
txv,0.74,Minnesota,1978
txy,0.13,Ohio,1999
tya,0.14,Iowa,1960
tye,0.94,Nevada,1946
tyg,0.76,Arizona,1944
tyn,0.98,Florida,1905
tyq,0.43,New Jersey,1977
tyw,0.68,Iowa,1907
tzc,0.71,Nevada,2006
tzd,0.96,Kansas,1984
tzh,0.86,Missouri,1921
tzi,0.37,Nebraska,1982
tzo,0.25,Maine,1967
tzz,0.68,Rhode Island,1965
uaa,1.0,Hawaii,1971
uae,0.29,Arizona,2018
uah,0.08,Washington,1999
uai,0.34,Washington,1914
uaj,0.31,Minnesota,1967
uak,0.43,Idaho,1937
uao,0.45,Florida,1970
uap,0.13,Mississippi,1954
uaq,0.56,Idaho,1958
uar,1.0,Georgia,1902
uaw,0.59,Idaho,1934
uaz,0.72,Wisconsin,1957
ube,0.54,Ohio,1975
ubh,0.39,South Dakota,1991
ubi,0.92,North Dakota,1941
ubn,0.26,Ohio,1948
ubs,0.05,Georgia,1962
ubv,0.67,Colorado,2007
ubw,0.39,Massachusetts,1959
ucd,0.22,Nevada,1941
uci,0.94,Wyoming,2001
ucj,0.6,New Mexico,2019
ucl,0.8,Montana,1932
ucp,0.26,Minnesota,1946
ucu,0.9,Idaho,1972
ucx,0.61,New York,1971
ucz,0.29,Alaska,1924
udb,0.54,Ohio,1966
udh,0.77,Arizona,2019
udj,0.34,Alabama,2005
udn,0.13,Louisiana,2010
udo,0.93,Delaware,1922
udp,0.35,Missouri,1900
udq,0.6,Maine,1960
udr,0.65,Tennessee,1937
udt,0.72,Arizona,1985
udu,0.66,Iowa,1914
udv,0.59,Indiana,1962
udw,0.27,Florida,1954
uea,0.3,New Mexico,1984
uee,0.48,New Jersey,1964
ueh,0.63,Utah,1978
uei,0.54,Arizona,1996
uej,0.87,Colorado,1919
uep,0.05,Utah,1985
uer,0.3,West Virginia,1931
uet,0.93,Florida,2002
uev,0.37,Montana,1948
uew,0.97,Louisiana,1909
uey,0.88,Rhode Island,2009
ufb,0.86,Colorado,1964
ufd,0.96,Utah,2005
ufi,0.71,Massachusetts,2009
ufj,0.94,New Mexico,2023
ufm,0.39,Kansas,1991
ufn,0.08,Washington,1963
ufo,0.9,Minnesota,1901
ufp,0.88,Texas,1941
ufr,0.25,Illinois,1945
uft,0.52,Iowa,1902
ufv,0.88,Pennsylvania,2005
ufw,0.65,Washington,1921
ufx,0.02,Oklahoma,1910
ugc,1.0,New York,1936
ugd,0.91,Oregon,1986
ugg,0.57,New Jersey,1991
ugk,0.84,Tennessee,1977
ugm,0.93,Virginia,1902
ugn,0.67,Oklahoma,1904
ugu,0.85,Texas,1969
ugv,0.5,New Jersey,1927
ugw,0.33,Arizona,2011
ugy,0.05,Ohio,1923
ugz,0.66,Michigan,1972
uhb,0.4,Louisiana,1984
uhd,0.16,Utah,1900
uhe,0.32,Tennessee,1986
uhj,0.02,Mississippi,1952
uhk,0.27,Maine,1939
uhl,0.71,Maine,1968
uhn,0.01,Massachusetts,1919
uhq,0.89,Hawaii,1907
uhr,0.61,Rhode Island,1917
uhu,0.46,Oregon,1984
uhv,0.05,Indiana,2018
uhy,0.23,Louisiana,1954
uhz,0.69,Nebraska,1962
uid,0.38,Louisiana,2011
uih,0.65,Wisconsin,1938
uii,0.11,Washington,1983
uij,0.44,Delaware,1953
uik,0.46,Hawaii,1943
uil,0.24,Rhode Island,1913
uim,0.04,Nebraska,2013
uiq,0.68,Arkansas,1905
uir,0.04,Montana,2005
uis,0.12,Florida,1900
uiv,0.29,Nevada,2003
uix,0.17,Idaho,1965
uiy,0.58,Pennsylvania,1998
ujb,0.65,Utah,1971
uje,0.5,Oklahoma,1962
ujg,0.83,New Jersey,1918
uju,0.03,Utah,1996
ujw,0.91,Nebraska,1942
ujz,0.13,Georgia,1980
ukb,0.85,Missouri,2019
ukc,0.21,Illinois,1985
uke,0.84,Arkansas,1999
uki,0.16,Indiana,1981
ukm,0.8,Maryland,1957
ukn,0.47,Colorado,2003
uku,0.01,West Virginia,1951
ukv,0.97,California,1995
ukw,0.24,Illinois,1972
ula,0.24,Idaho,1902
uld,0.61,North Carolina,1919
ule,0.06,New Mexico,2004
ulj,0.65,South Dakota,1937
ull,0.17,Florida,1924
ulm,0.68,Maryland,1953
uln,0.76,Massachusetts,1995
ulr,0.79,New York,2019
ulv,0.75,Rhode Island,1910
ulx,0.48,Idaho,1944
uma,0.44,Louisiana,1930
umb,0.3,Florida,1916
ume,0.88,Massachusetts,1906
umf,0.08,New York,1933
uml,0.36,Mississippi,1940
umr,0.55,South Carolina,1910
umu,0.53,Illinois,2011
umw,0.92,Arkansas,1913
una,0.17,California,2022
unb,0.36,West Virginia,1900
unc,0.12,Vermont,2002
unk,0.7,Connecticut,1940
unn,0.61,Delaware,2014
uno,0.74,Kansas,1948
uns,0.97,Oregon,1955
unt,0.74,New York,1904
unx,0.15,New Mexico,2011
unz,0.46,Nevada,2003
uoa,0.83,Mississippi,1906
uob,0.29,Montana,1918
uoc,0.25,Virginia,1914
uoj,0.84,South Dakota,1900
uom,0.02,Oregon,1929
uon,0.09,Nebraska,1909
uox,0.05,Connecticut,1923
uoy,0.94,Arizona,1956
upb,0.84,Alaska,1985
upd,0.31,California,1942
upg,0.85,Kansas,1996
upj,0.63,Oklahoma,2014
upm,0.7,Nevada,1918
upn,0.05,Oklahoma,1933
upp,0.96,Arizona,1992
upq,0.47,New Jersey,1924
ups,0.62,Kansas,1957
upt,0.57,Wyoming,1943
upu,0.58,Maine,1908
upw,0.95,California,1916
upx,0.13,North Dakota,1990
upz,0.49,Wisconsin,2004
uqb,0.66,Idaho,2013
uqc,0.66,Idaho,2004
uqf,0.97,Idaho,1908
uqk,0.31,Maine,1950
uqm,0.97,Ohio,1972
uqv,0.13,Minnesota,1924
uqx,0.17,Arkansas,1966
uqy,0.69,Wisconsin,1903
uqz,0.28,New Hampshire,1948
urb,0.24,Washington,1997
urc,0.78,Kansas,1926
urd,0.07,Alabama,1937
urf,0.76,North Dakota,1937
urg,0.89,Arkansas,1982
urj,0.58,Tennessee,1903
urk,0.02,Vermont,1967
urn,0.01,Arkansas,2008
uro,0.09,Louisiana,1920
urq,0.34,Colorado,2014
urr,0.88,New Hampshire,1920
usl,0.76,Kentucky,1964
usm,0.47,Washington,1912
usn,0.04,Kentucky,1923
usq,0.87,New Hampshire,1984
uss,0.94,Pennsylvania,1900
usu,0.88,Rhode Island,1993
utg,0.21,Ohio,2001
uti,0.37,Kansas,2021
utj,0.47,Alabama,1907
utm,0.99,Minnesota,1924
utn,0.7,Idaho,1952
uts,0.7,Nebraska,1953
utv,0.38,Wisconsin,1913
utw,0.57,Alabama,2001
utx,0.05,Arizona,1953
uty,0.92,Hawaii,1911
utz,0.14,Idaho,1988
uud,0.93,Delaware,2006
uue,0.13,Utah,2020
uug,0.15,Oklahoma,1904
uuj,0.8,Hawaii,2012
uul,0.72,Georgia,1928
uum,0.07,Oregon,2013
uuo,0.34,New Mexico,1935
uur,0.94,New York,1909
uut,0.91,Wisconsin,1905
uuu,0.96,Missouri,2014
uuw,0.92,Ohio,1909
uvf,0.84,Maryland,1955
uvj,0.24,California,1986
uvn,0.79,Illinois,1998
uvy,0.32,Tennessee,1958
uvz,0.5,New Jersey,1937
uwa,0.48,California,1900
uwc,0.18,New Hampshire,1937
uwe,0.41,North Dakota,1931
uwg,0.11,Mississippi,1989
uwn,0.36,Arizona,1979
uwo,0.59,Colorado,1919
uwp,0.48,Nebraska,1968
uwr,0.0,Alaska,2000
uwv,0.23,Washington,1963
uwy,0.77,Arkansas,1970
uxa,0.98,New Jersey,1951
uxd,0.77,Maine,1938
uxe,0.9,Alabama,1938
uxg,0.65,Oregon,1926
uxi,0.42,South Carolina,1974
uxj,0.55,Wyoming,1911
uxl,0.51,South Dakota,1986
uxn,0.82,Pennsylvania,1960
uxx,0.32,Pennsylvania,1931
uxy,0.45,North Carolina,1910
uye,0.17,Nebraska,1907
uyf,0.81,Oregon,1928
uyk,0.41,Iowa,1987
uym,0.68,Minnesota,1997
uyn,0.24,Rhode Island,1940
uys,0.21,Florida,1971
uzb,0.82,New Hampshire,1910
uzc,0.07,Delaware,1979
uzi,0.89,Delaware,2023
uzj,0.81,New Jersey,2003
uzm,0.06,Hawaii,1939
uzn,0.52,Tennessee,1914
uzo,0.1,Colorado,1936
uzq,0.81,Nevada,1956
uzs,0.43,Maine,2009
uzt,0.18,Georgia,1938
uzu,0.98,California,1904
uzw,0.94,Arizona,2002
uzy,0.43,Maine,1925
uzz,0.91,Connecticut,2014
vaa,0.74,Washington,1981
vab,1.0,Michigan,1983
vad,0.3,Nebraska,1974
vah,0.52,New York,2009
vam,0.91,Michigan,1901
vaq,0.08,Wyoming,1919
vas,0.35,New Mexico,1953
vat,0.44,Virginia,1910
vav,0.22,Nevada,1996
vay,0.69,Kansas,1961
vbb,0.95,Alabama,1919
vbf,0.42,Michigan,1989
vbi,0.95,Virginia,1955
vbm,0.94,Kansas,1942
vbs,0.22,Oregon,1910
vbw,0.88,Illinois,2000
vby,0.31,Idaho,1905
vcb,0.26,Missouri,1945
vcf,0.43,Arkansas,2023
vch,0.19,Nebraska,1943
vci,0.15,Kansas,2009
vcl,0.14,Utah,1984
vcn,0.12,California,1926
vco,0.24,Alabama,1908
vcp,0.3,Wisconsin,2001
vcq,0.89,North Dakota,2023
vcr,0.21,Vermont,1916
vcu,0.78,Colorado,1942
vcw,0.75,Nevada,1937
vcx,0.52,Idaho,1994
vcz,0.09,Massachusetts,1947
vdf,0.85,Utah,1921
vdh,0.13,Washington,1949
vdi,0.81,Pennsylvania,1917
vdj,0.34,New York,1923
vdk,0.25,Nebraska,1917
vdo,0.61,South Dakota,2021
vdp,0.84,Utah,1990
vdv,0.98,Kentucky,1998
vdw,0.9,Minnesota,1969
veb,0.67,Tennessee,1957
vee,0.77,Florida,2022
veg,0.53,South Carolina,1900
vek,0.14,Nevada,1935
vel,0.55,North Carolina,1983
ves,0.8,Maryland,1925
vev,0.79,Louisiana,1989
vew,0.58,Nevada,1951
vfm,0.78,Utah,1933
vfn,0.65,Alabama,1947
vfr,0.43,Arizona,1957
vfv,0.17,New Mexico,2001
vfy,0.29,South Dakota,1915
vga,0.98,California,1932
vgc,0.61,Michigan,1933
vgd,0.91,South Carolina,1949
vgf,0.06,Colorado,1984
vgg,0.41,West Virginia,1923
vgk,0.43,Iowa,2014
vgm,0.59,Illinois,1986
vgo,0.2,Texas,1947
vgu,0.85,Vermont,1902
vgx,0.67,Indiana,2002
vha,0.06,Arizona,2010
vhb,0.41,Nevada,1971
vhc,0.82,Louisiana,1988
