Letter,Number,Color
gyn,90,Magenta
gyo,31,Magenta
gyp,38,Pink
gyq,71,Cyan
gyr,74,White
gys,67,Red
gyt,84,Turquoise
gyu,32,Purple
gyv,73,Orange
gyw,37,Green
gyx,57,Orange
gyy,97,Orange
gyz,100,Black
gza,7,Magenta
gzb,73,Green
gzc,86,Purple
gzd,48,Magenta
gze,68,Yellow
gzf,30,Lavender
gzg,49,Orange
gzh,56,Red
gzi,53,Green
gzj,26,Magenta
gzk,56,Orange
gzl,79,Red
gzm,7,Pink
gzn,9,Brown
gzo,80,Turquoise
gzp,91,Turquoise
gzq,49,Green
gzr,21,Blue
gzs,32,Cyan
gzt,71,Yellow
gzu,14,Gray
gzv,39,Pink
gzw,25,Blue
gzx,20,Gray
gzy,89,Lavender
gzz,15,White
haa,53,Cyan
hab,53,Yellow
hac,71,Magenta
had,61,Brown
hae,54,Black
haf,49,Lavender
hag,78,Magenta
hah,62,Yellow
hai,24,Yellow
haj,68,Magenta
hak,79,Yellow
hal,38,Purple
ham,81,Brown
han,63,Lavender
hao,94,Gray
hap,79,Blue
haq,5,Black
har,40,Yellow
has,11,Yellow
hat,95,Magenta
hau,71,Orange
hav,21,Blue
haw,44,Blue
hax,90,Orange
hay,36,Blue
haz,92,Red
hba,87,Orange
hbb,27,White
hbc,81,Blue
hbd,69,Gray
hbe,3,Magenta
hbf,3,Orange
hbg,6,Red
hbh,60,Yellow
hbi,27,Brown
hbj,76,Purple
hbk,93,Purple
hbl,67,White
hbm,34,Turquoise
hbn,77,Turquoise
hbo,23,White
hbp,21,Green
hbq,87,Green
hbr,44,Black
hbs,45,Red
hbt,5,Cyan
hbu,60,Gray
hbv,32,Cyan
hbw,78,Purple
hbx,62,Orange
hby,85,Gray
hbz,18,Turquoise
hca,21,Orange
hcb,10,Magenta
hcc,92,Cyan
hcd,41,Green
hce,80,Orange
hcf,70,Magenta
hcg,64,Purple
hch,99,Pink
hci,11,Turquoise
hcj,91,Yellow
hck,61,Turquoise
hcl,72,Yellow
hcm,9,Black
hcn,18,Red
hco,28,Brown
hcp,31,Brown
hcq,41,Gray
hcr,23,Cyan
hcs,63,Green
hct,45,Red
hcu,26,Yellow
hcv,88,White
hcw,75,Brown
hcx,75,Cyan
hcy,67,Red
hcz,36,Black
hda,58,Gray
hdb,53,Cyan
hdc,86,Turquoise
hdd,9,Magenta
hde,15,Green
hdf,46,Blue
hdg,11,Red
hdh,59,Gray
hdi,54,Cyan
hdj,7,Yellow
hdk,68,White
hdl,100,Brown
hdm,87,Purple
hdn,71,Lavender
hdo,89,Gray
hdp,18,Yellow
hdq,20,Magenta
hdr,78,Red
hds,49,Orange
hdt,99,Gray
hdu,27,Lavender
hdv,18,Blue
hdw,21,Cyan
hdx,75,Black
hdy,24,Purple
hdz,61,Orange
hea,26,Purple
heb,21,Brown
hec,46,White
hed,30,Green
hee,14,Red
hef,77,Cyan
heg,65,Yellow
heh,75,Blue
hei,32,Cyan
hej,63,Blue
hek,92,Turquoise
hel,69,Blue
hem,92,Cyan
hen,8,Orange
heo,86,Black
hep,51,Brown
heq,81,Pink
her,64,Turquoise
hes,6,Black
het,58,Magenta
heu,27,White
hev,14,Cyan
hew,11,Gray
hex,83,Black
hey,39,Cyan
hez,100,Orange
hfa,99,Pink
hfb,16,Brown
hfc,98,Pink
hfd,55,Lavender
hfe,65,Purple
hff,92,Pink
hfg,26,Green
hfh,76,Gray
hfi,24,White
hfj,38,Black
hfk,56,Purple
hfl,16,Green
hfm,68,Yellow
hfn,73,Green
hfo,62,Lavender
hfp,98,Black
hfq,62,Magenta
hfr,94,White
hfs,43,Gray
hft,77,Green
hfu,94,Brown
hfv,47,White
hfw,6,Turquoise
hfx,78,Lavender
hfy,62,Green
hfz,12,Cyan
hga,94,Green
hgb,87,Cyan
hgc,58,Lavender
hgd,37,Brown
hge,7,Turquoise
hgf,23,Turquoise
hgg,89,Turquoise
hgh,20,Yellow
hgi,88,White
hgj,58,Turquoise
hgk,89,Magenta
hgl,98,Yellow
hgm,2,Cyan
hgn,2,Lavender
hgo,63,White
hgp,95,Purple
hgq,14,Magenta
hgr,56,Red
hgs,57,White
hgt,2,Gray
hgu,16,Green
hgv,81,Black
hgw,76,White
hgx,82,Orange
hgy,83,Pink
hgz,77,Cyan
hha,40,Turquoise
hhb,34,Lavender
hhc,95,White
hhd,52,Pink
hhe,60,Magenta
hhf,84,Blue
hhg,25,Cyan
hhh,42,Lavender
hhi,19,Purple
hhj,69,Green
hhk,50,Brown
hhl,66,Magenta
hhm,87,Turquoise
hhn,67,Brown
hho,44,Cyan
hhp,81,Red
hhq,32,Turquoise
hhr,27,Lavender
hhs,28,Turquoise
hht,38,Brown
hhu,12,Orange
hhv,91,Purple
hhw,31,Turquoise
hhx,53,Black
hhy,73,Black
hhz,68,Gray
hia,13,Blue
hib,77,Cyan
hic,53,Purple
hid,21,White
hie,12,Orange
hif,6,Red
hig,55,Red
hih,94,Orange
hii,2,Cyan
hij,39,Turquoise
hik,18,Gray
hil,60,Purple
him,30,Turquoise
hin,30,Purple
hio,74,White
hip,74,Lavender
hiq,26,Pink
hir,42,Yellow
his,29,White
hit,76,Purple
hiu,41,Black
hiv,92,Cyan
hiw,69,White
hix,52,Pink
hiy,54,Red
hiz,59,Pink
hja,57,Lavender
hjb,7,Lavender
hjc,18,Cyan
hjd,71,Brown
hje,98,Yellow
hjf,18,Brown
hjg,6,White
hjh,50,Brown
hji,36,Red
hjj,0,Purple
hjk,31,Yellow
hjl,52,Red
hjm,64,Red
hjn,72,Magenta
hjo,54,Brown
hjp,10,Lavender
hjq,13,Pink
hjr,66,Pink
hjs,36,Blue
hjt,84,Orange
hju,3,Cyan
hjv,90,Pink
hjw,55,Brown
hjx,23,Black
hjy,87,Black
hjz,71,Orange
hka,66,Green
hkb,89,Magenta
hkc,18,Orange
hkd,32,Orange
hke,99,Turquoise
hkf,60,Pink
hkg,44,White
hkh,51,Orange
hki,60,Green
hkj,45,Blue
hkk,88,Turquoise
hkl,53,Orange
hkm,50,Purple
hkn,88,Brown
hko,82,Gray
hkp,40,Magenta
hkq,5,Blue
hkr,62,Green
hks,33,Orange
hkt,45,Brown
hku,57,Gray
hkv,36,Turquoise
hkw,54,Magenta
hkx,2,Cyan
hky,36,Gray
hkz,91,Lavender
hla,73,Lavender
hlb,41,Green
hlc,97,Pink
hld,56,Yellow
hle,8,Purple
hlf,48,Pink
hlg,41,Green
hlh,51,Red
hli,45,Green
hlj,1,Blue
hlk,57,Green
hll,57,Lavender
hlm,92,Gray
hln,4,Cyan
hlo,38,Cyan
hlp,61,Brown
hlq,73,White
hlr,52,Red
hls,16,Brown
hlt,19,Purple
hlu,96,Gray
hlv,17,Lavender
hlw,52,Yellow
hlx,73,Orange
hly,53,Cyan
hlz,97,Yellow
hma,91,Pink
hmb,61,Turquoise
hmc,91,Pink
hmd,51,Blue
hme,30,Black
hmf,32,Cyan
hmg,23,White
hmh,0,Green
hmi,87,Orange
hmj,90,Yellow
hmk,95,Green
hml,1,Turquoise
hmm,98,Yellow
hmn,41,Red
hmo,51,Yellow
hmp,39,Black
hmq,63,Magenta
hmr,35,Turquoise
hms,36,Lavender
hmt,50,Brown
hmu,53,Brown
hmv,29,Pink
hmw,40,Lavender
hmx,15,Cyan
hmy,98,Yellow
hmz,70,Red
hna,51,Pink
hnb,80,Black
hnc,3,Pink
hnd,24,Magenta
hne,35,Cyan
hnf,100,Orange
hng,33,Magenta
hnh,19,Red
hni,52,Red
hnj,4,Turquoise
hnk,49,Magenta
hnl,35,White
hnm,90,Orange
hnn,12,Turquoise
hno,37,Gray
hnp,34,Gray
hnq,43,Cyan
hnr,39,White
hns,3,Orange
hnt,13,Brown
hnu,95,Pink
hnv,76,Turquoise
hnw,5,Green
hnx,11,Purple
hny,38,Purple
hnz,60,Yellow
hoa,17,Gray
hob,40,Purple
hoc,25,Brown
hod,13,Lavender
hoe,35,Turquoise
hof,92,Pink
hog,59,Blue
hoh,100,White
hoi,54,Black
hoj,15,White
hok,59,White
hol,68,Magenta
hom,2,Green
hon,41,Orange
hoo,24,Blue
hop,45,Purple
hoq,21,Black
hor,68,Yellow
hos,11,Red
hot,26,White
hou,23,Gray
hov,44,Lavender
how,81,Gray
hox,31,White
hoy,1,Green
hoz,70,Red
hpa,62,Lavender
hpb,60,Blue
hpc,3,White
hpd,37,Turquoise
hpe,6,Green
hpf,35,Turquoise
hpg,48,Yellow
hph,40,Lavender
hpi,85,Blue
hpj,13,Black
hpk,56,Black
hpl,58,Turquoise
hpm,50,Blue
hpn,6,Yellow
hpo,59,Magenta
hpp,81,White
hpq,29,Green
hpr,28,Brown
hps,33,White
hpt,77,Gray
hpu,51,Pink
hpv,85,Turquoise
hpw,2,Gray
hpx,82,Lavender
hpy,78,Blue
hpz,9,Gray
hqa,66,Turquoise
hqb,24,Black
hqc,37,Gray
hqd,98,Turquoise
hqe,72,Magenta
hqf,53,Yellow
hqg,4,Brown
hqh,23,Magenta
hqi,93,Yellow
hqj,70,Black
hqk,100,Turquoise
hql,10,Turquoise
hqm,76,Cyan
hqn,89,Cyan
hqo,90,Cyan
hqp,79,Pink
hqq,12,Yellow
hqr,63,Cyan
hqs,54,Black
hqt,19,Blue
hqu,68,Green
hqv,3,Lavender
hqw,62,Turquoise
hqx,99,Green
hqy,49,Black
hqz,28,Purple
hra,67,Magenta
hrb,68,Pink
hrc,43,Magenta
hrd,64,Green
hre,24,Lavender
hrf,81,Purple
hrg,82,Orange
hrh,89,Lavender
hri,11,Pink
hrj,94,Magenta
hrk,3,Red
hrl,10,White
hrm,94,Red
hrn,78,Lavender
hro,0,Cyan
hrp,24,Yellow
hrq,35,Magenta
hrr,47,Blue
hrs,30,Orange
hrt,78,Orange
hru,33,Green
hrv,49,Magenta
hrw,93,Yellow
hrx,92,Cyan
hry,79,Brown
hrz,50,Yellow
hsa,30,White
hsb,56,Gray
hsc,40,White
hsd,49,Cyan
hse,15,Lavender
hsf,97,Brown
hsg,19,Brown
hsh,41,Brown
hsi,88,Yellow
hsj,87,Red
hsk,95,Magenta
hsl,85,Purple
hsm,46,Black
hsn,53,Green
hso,81,Black
hsp,24,Green
hsq,35,Gray
hsr,63,Purple
hss,52,White
hst,96,Pink
hsu,7,Lavender
hsv,15,Yellow
hsw,36,Black
hsx,93,Yellow
hsy,50,Blue
hsz,40,Yellow
hta,13,Pink
htb,85,Blue
htc,60,Blue
htd,74,Purple
hte,24,Pink
htf,67,Gray
htg,77,Lavender
hth,17,Green
hti,92,Cyan
htj,53,Magenta
htk,35,Orange
htl,55,Orange
htm,51,Magenta
htn,16,Orange
hto,6,Pink
htp,34,Brown
htq,38,Black
htr,7,Yellow
hts,40,Black
htt,99,White
htu,24,Brown
htv,78,Blue
htw,50,Green
htx,34,Gray
hty,5,Pink
htz,42,Yellow
hua,87,Turquoise
hub,79,Lavender
huc,21,Blue
hud,79,Pink
hue,9,Pink
huf,19,Green
hug,14,Pink
huh,48,Black
hui,92,Lavender
huj,32,Red
huk,27,Red
hul,99,Brown
hum,15,Green
hun,66,Lavender
huo,91,Pink
hup,55,Blue
huq,42,Gray
hur,1,Blue
hus,30,Lavender
hut,17,Gray
huu,68,Magenta
huv,15,Orange
huw,13,White
hux,89,Gray
huy,17,Yellow
huz,55,Gray
hva,23,Lavender
hvb,23,White
hvc,73,Lavender
hvd,14,Pink
hve,80,Brown
hvf,3,Magenta
hvg,89,Gray
hvh,35,Gray
hvi,37,Lavender
hvj,95,Lavender
hvk,80,Red
hvl,86,Yellow
hvm,49,Purple
hvn,80,Lavender
hvo,50,Green
hvp,88,Red
hvq,85,Green
hvr,52,Magenta
hvs,61,Cyan
hvt,24,Purple
hvu,61,Black
hvv,3,Green
hvw,45,Turquoise
hvx,79,Blue
hvy,11,Lavender
hvz,32,Yellow
hwa,21,Cyan
hwb,91,Yellow
hwc,59,Purple
hwd,87,Magenta
hwe,79,Magenta
hwf,88,Pink
hwg,97,Purple
hwh,50,Green
hwi,54,Brown
hwj,67,Yellow
hwk,72,Turquoise
hwl,96,Yellow
hwm,57,Lavender
hwn,95,Blue
hwo,76,Purple
hwp,54,Magenta
hwq,10,Pink
hwr,70,Pink
hws,23,Magenta
hwt,29,Cyan
hwu,21,Black
hwv,100,Turquoise
hww,11,Orange
hwx,27,Orange
hwy,29,Orange
hwz,18,Red
hxa,90,Magenta
hxb,88,Purple
hxc,82,Purple
hxd,86,Orange
hxe,32,Turquoise
hxf,8,Gray
hxg,67,Brown
hxh,56,Red
hxi,5,Brown
hxj,45,Magenta
hxk,8,Yellow
hxl,29,Magenta
hxm,65,Red
hxn,52,Yellow
hxo,88,Orange
hxp,14,Magenta
hxq,74,Magenta
hxr,16,Black
hxs,88,Pink
hxt,94,Orange
hxu,66,Green
hxv,49,White
hxw,87,Turquoise
hxx,34,Black
hxy,40,Pink
hxz,80,Green
hya,95,Green
hyb,32,Purple
hyc,45,Cyan
hyd,97,Green
hye,65,Cyan
hyf,26,Magenta
hyg,7,Magenta
hyh,19,Orange
hyi,91,Purple
hyj,49,Yellow
hyk,89,Red
hyl,42,Red
hym,87,Black
hyn,27,Red
hyo,14,Brown
hyp,88,Yellow
hyq,64,Turquoise
hyr,52,Gray
hys,91,Red
hyt,38,Lavender
hyu,7,Magenta
hyv,76,Magenta
hyw,71,Turquoise
hyx,25,Turquoise
hyy,90,Purple
hyz,25,Gray
hza,35,Lavender
hzb,22,Yellow
hzc,85,Orange
hzd,55,Lavender
hze,92,Pink
hzf,92,Yellow
hzg,100,White
hzh,15,Green
hzi,40,Pink
hzj,35,Turquoise
hzk,24,Purple
hzl,62,Orange
hzm,96,Cyan
hzn,19,Magenta
hzo,3,Orange
hzp,78,Black
hzq,85,Black
hzr,56,Orange
hzs,61,Yellow
hzt,99,Orange
hzu,94,Black
hzv,12,Magenta
hzw,56,Brown
hzx,16,Blue
hzy,32,Green
hzz,54,Gray
iaa,92,Pink
iab,82,Orange
iac,87,Purple
iad,20,Blue
iae,38,Magenta
iaf,53,Blue
iag,26,Blue
iah,89,Lavender
iai,81,Cyan
iaj,57,Red
iak,66,Purple
ial,57,Gray
iam,87,Turquoise
ian,81,Pink
iao,66,Black
iap,50,Lavender
iaq,54,Green
iar,44,Yellow
ias,92,Purple
iat,5,Red
iau,18,Purple
iav,15,Green
iaw,95,Yellow
iax,42,Brown
iay,40,Magenta
iaz,9,Yellow
iba,38,Cyan
ibb,65,Red
ibc,61,Gray
ibd,22,Red
ibe,59,Green
ibf,100,Cyan
ibg,45,Pink
ibh,34,White
ibi,35,Magenta
ibj,25,Brown
ibk,54,Orange
ibl,94,Green
ibm,23,Lavender
ibn,74,Red
ibo,30,Turquoise
ibp,66,Purple
ibq,14,Black
ibr,80,Lavender
ibs,35,Magenta
ibt,5,Magenta
ibu,64,Lavender
ibv,3,Lavender
ibw,14,Cyan
ibx,72,Purple
iby,81,Red
ibz,84,Purple
ica,36,Magenta
icb,38,Pink
icc,60,Gray
icd,6,Brown
ice,40,Brown
icf,12,Purple
icg,45,Gray
ich,81,Blue
ici,0,Magenta
icj,34,Cyan
ick,51,Purple
icl,21,Black
icm,49,Lavender
icn,10,Pink
ico,1,Red
icp,87,White
icq,60,Purple
icr,96,Gray
ics,49,Blue
ict,59,Pink
icu,36,Blue
icv,62,Green
icw,34,White
icx,11,Blue
icy,81,Lavender
icz,90,Orange
ida,3,Pink
idb,26,Magenta
idc,85,Cyan
idd,67,Gray
ide,5,Blue
idf,65,Gray
idg,3,Orange
idh,43,Gray
idi,25,Blue
idj,3,Pink
idk,56,White
idl,50,Lavender
idm,13,Blue
idn,70,Red
ido,63,Red
idp,63,Cyan
idq,60,Blue
idr,12,Brown
ids,23,Red
idt,80,White
idu,39,Pink
idv,85,Gray
idw,58,Gray
idx,84,Red
idy,9,Red
idz,74,Yellow
iea,6,Brown
ieb,88,White
iec,96,Turquoise
ied,53,Brown
iee,97,Purple
ief,66,White
ieg,62,Green
ieh,25,Green
iei,69,Purple
iej,67,Orange
iek,42,Gray
iel,49,Yellow
iem,18,Purple
ien,50,Gray
ieo,90,Lavender
iep,71,Pink
ieq,28,Gray
ier,79,Brown
ies,0,Brown
iet,24,Yellow
ieu,53,Black
iev,67,Green
iew,54,Green
iex,89,Magenta
iey,25,Yellow
iez,42,Blue
ifa,43,Yellow
ifb,93,Lavender
ifc,19,Orange
ifd,75,Red
ife,35,Turquoise
iff,100,Green
ifg,45,Gray
ifh,6,Turquoise
ifi,60,Orange
ifj,70,Magenta
ifk,15,Yellow
ifl,68,White
ifm,97,White
ifn,69,Cyan
ifo,27,Brown
ifp,86,Lavender
ifq,24,Green
ifr,61,Lavender
ifs,51,Black
ift,68,Lavender
ifu,44,Gray
ifv,29,White
ifw,66,Pink
ifx,24,Magenta
ify,60,Brown
ifz,89,Blue
iga,7,Yellow
igb,47,Cyan
igc,28,Orange
igd,38,Orange
ige,22,White
igf,100,Yellow
igg,20,Turquoise
igh,67,Brown
igi,98,Orange
igj,32,Green
igk,98,Magenta
igl,86,Cyan
igm,60,Orange
ign,58,Pink
igo,49,Magenta
igp,4,Blue
igq,32,Purple
igr,90,Green
igs,93,Red
igt,36,Pink
igu,45,Blue
igv,69,Purple
igw,70,Cyan
igx,46,Green
igy,53,Pink
igz,92,Gray
iha,33,Pink
ihb,46,Turquoise
ihc,65,White
ihd,25,Magenta
ihe,77,Red
ihf,4,Lavender
ihg,15,Blue
ihh,75,Black
ihi,47,Purple
ihj,88,Brown
ihk,66,Gray
ihl,61,Green
ihm,69,Orange
ihn,3,Turquoise
iho,59,Purple
ihp,2,Orange
ihq,66,Gray
ihr,65,Red
ihs,88,Purple
iht,6,Black
ihu,71,Yellow
ihv,88,Lavender
ihw,45,Orange
ihx,85,Red
ihy,43,Cyan
ihz,68,White
iia,93,Pink
iib,18,Cyan
iic,99,Green
iid,72,Cyan
iie,81,Yellow
iif,46,Orange
iig,100,Turquoise
iih,64,Cyan
iii,98,Turquoise
iij,20,Orange
iik,28,White
iil,80,Yellow
iim,37,Yellow
iin,51,Turquoise
iio,0,Cyan
iip,34,Cyan
iiq,100,Cyan
iir,31,Lavender
iis,35,Black
iit,45,Magenta
iiu,80,Red
iiv,12,Brown
iiw,57,Gray
iix,36,Pink
iiy,40,Pink
iiz,1,Black
ija,7,Black
ijb,56,Magenta
ijc,41,Gray
ijd,67,Cyan
ije,17,Brown
ijf,10,Yellow
ijg,64,Black
ijh,32,Gray
iji,14,Yellow
ijj,74,Green
ijk,51,Lavender
ijl,70,Gray
ijm,30,Purple
ijn,20,Blue
ijo,27,Brown
ijp,13,Pink
ijq,36,Red
ijr,35,Red
ijs,27,Magenta
ijt,66,Red
iju,94,Orange
ijv,30,Purple
ijw,60,Orange
ijx,35,Blue
ijy,29,Blue
ijz,85,Magenta
ika,27,Green
ikb,87,Black
ikc,0,Purple
ikd,21,Blue
ike,51,Turquoise
ikf,27,White
ikg,74,Lavender
ikh,18,Purple
iki,49,Pink
ikj,27,Orange
ikk,11,Red
ikl,18,Yellow
ikm,52,Gray
ikn,36,Green
iko,36,Purple
ikp,18,Pink
ikq,75,Cyan
ikr,5,Magenta
iks,79,Brown
ikt,40,Turquoise
iku,79,Green
ikv,44,Turquoise
ikw,90,Yellow
ikx,61,Gray
iky,19,Purple
ikz,24,Blue
ila,68,Yellow
ilb,66,Purple
ilc,12,Pink
ild,47,Yellow
ile,44,Purple
ilf,61,Blue
ilg,90,Gray
ilh,38,Purple
ili,73,Orange
ilj,51,Black
ilk,94,Red
ill,74,Pink
ilm,83,Green
iln,59,Gray
ilo,18,Turquoise
ilp,80,Turquoise
ilq,36,Turquoise
ilr,3,Black
ils,92,Black
ilt,80,Turquoise
ilu,70,Yellow
ilv,49,Purple
ilw,80,Blue
ilx,25,Cyan
ily,5,Lavender
ilz,10,Gray
ima,6,Pink
imb,95,Orange
imc,77,Orange
imd,21,Orange
ime,39,Gray
imf,82,Blue
img,15,White
imh,81,Lavender
imi,74,Black
imj,70,Black
imk,55,Turquoise
iml,49,Magenta
imm,25,Cyan
imn,20,Cyan
imo,93,Lavender
imp,83,Brown
imq,26,Magenta
imr,8,Gray
ims,89,Green
imt,91,Blue
imu,71,Red
imv,17,White
imw,15,Red
imx,55,White
imy,60,Cyan
imz,38,Magenta
ina,51,Green
inb,86,Green
inc,20,Pink
ind,42,Black
ine,65,Blue
inf,85,Brown
ing,37,Pink
inh,60,Green
ini,63,Red
inj,28,Pink
ink,90,Magenta
inl,50,Orange
inm,41,Purple
inn,98,Lavender
ino,37,Magenta
inp,1,Green
inq,39,Gray
inr,93,White
ins,82,Purple
int,65,Orange
inu,19,Cyan
inv,39,Orange
inw,86,Blue
inx,92,Brown
iny,58,Black
inz,72,Yellow
ioa,78,Yellow
iob,18,Blue
ioc,4,Lavender
iod,82,Blue
ioe,63,Turquoise
iof,85,Green
iog,84,Lavender
ioh,80,Black
ioi,22,Blue
ioj,64,Blue
iok,74,Pink
iol,48,White
iom,92,Yellow
ion,83,White
ioo,14,Red
iop,48,Yellow
ioq,56,Orange
ior,29,Orange
ios,44,Turquoise
iot,37,Black
iou,50,Red
iov,37,Pink
iow,71,Blue
iox,77,Black
ioy,22,Gray
ioz,51,Cyan
ipa,81,Purple
ipb,77,Yellow
ipc,20,Yellow
ipd,87,Blue
ipe,33,Blue
ipf,71,White
ipg,35,Yellow
iph,84,Cyan
ipi,20,Purple
ipj,10,Yellow
ipk,26,Yellow
ipl,39,Red
ipm,62,White
ipn,43,Green
ipo,7,Magenta
ipp,9,Lavender
ipq,77,Yellow
ipr,73,Magenta
ips,38,Turquoise
ipt,30,Pink
ipu,74,Turquoise
ipv,54,Orange
ipw,85,Lavender
ipx,76,White
ipy,21,Blue
ipz,73,Green
iqa,67,Lavender
iqb,71,Magenta
iqc,78,Brown
iqd,31,Pink
iqe,60,White
iqf,96,Black
iqg,49,Pink
iqh,19,Green
iqi,33,Purple
iqj,92,Red
iqk,1,Purple
iql,62,Blue
iqm,74,Gray
iqn,71,Blue
iqo,53,Blue
iqp,58,Magenta
iqq,3,Purple
iqr,70,White
iqs,58,Red
iqt,88,Gray
iqu,98,Yellow
iqv,70,Brown
iqw,18,Purple
iqx,63,Brown
iqy,91,Turquoise
iqz,9,Black
ira,34,Purple
irb,31,Brown
irc,60,White
ird,89,Magenta
ire,65,White
irf,63,Black
irg,18,Magenta
irh,52,Gray
iri,69,Yellow
irj,91,Lavender
irk,87,Orange
irl,57,Lavender
irm,10,Gray
irn,62,Red
iro,61,Cyan
irp,7,Brown
irq,88,Lavender
irr,19,Turquoise
irs,71,Blue
irt,90,Yellow
iru,86,Black
irv,52,White
irw,20,Pink
irx,24,White
iry,55,Black
irz,43,Magenta
isa,87,Yellow
isb,72,Lavender
isc,90,Gray
isd,45,Pink
ise,53,White
isf,53,Orange
isg,89,Cyan
ish,13,Turquoise
isi,1,Pink
isj,71,Brown
isk,6,Cyan
isl,82,White
ism,23,Blue
isn,43,Pink
iso,92,Turquoise
isp,99,White
isq,38,Pink
isr,100,Purple
iss,83,Cyan
ist,28,Yellow
isu,63,Brown
isv,59,White
isw,74,Cyan
isx,29,Cyan
isy,82,White
isz,90,Red
ita,44,Yellow
itb,41,Black
itc,29,Magenta
itd,47,Green
ite,100,Red
itf,2,Turquoise
itg,84,Magenta
ith,94,Black
iti,45,Purple
itj,62,Magenta
itk,35,Green
itl,26,Lavender
itm,15,Turquoise
itn,28,Gray
ito,52,Yellow
itp,65,Black
itq,47,Blue
itr,56,Pink
its,70,Red
itt,77,Green
itu,60,Cyan
itv,84,Pink
itw,84,Magenta
itx,97,Magenta
ity,46,Yellow
itz,19,Blue
iua,38,Purple
iub,80,Pink
iuc,0,Purple
iud,82,Cyan
iue,75,Magenta
iuf,60,Red
iug,42,Orange
iuh,98,Blue
iui,57,Green
iuj,83,Yellow
iuk,14,Brown
iul,66,Orange
ium,7,Red
iun,74,Lavender
iuo,22,Green
iup,50,White
iuq,72,Lavender
iur,64,Cyan
ius,53,Blue
iut,1,Turquoise
iuu,25,Black
iuv,8,Black
iuw,52,Blue
iux,69,Gray
iuy,78,Pink
iuz,79,Gray
iva,8,Orange
ivb,36,Yellow
ivc,24,Magenta
ivd,58,Black
ive,11,Black
ivf,99,Turquoise
ivg,65,Brown
ivh,52,White
ivi,23,Yellow
ivj,29,Pink
ivk,99,Pink
ivl,40,Orange
ivm,98,Green
ivn,26,Magenta
ivo,31,Brown
ivp,42,Purple
ivq,75,Green
ivr,31,Pink
ivs,11,Pink
ivt,53,White
ivu,12,Black
ivv,79,Gray
ivw,35,Yellow
ivx,51,Magenta
ivy,61,Purple
ivz,64,White
iwa,54,Purple
iwb,32,Lavender
iwc,65,Gray
iwd,9,Turquoise
iwe,90,Black
iwf,49,Blue
iwg,76,White
iwh,75,Gray
iwi,63,Turquoise
iwj,52,Blue
iwk,63,Orange
iwl,18,Red
iwm,34,Gray
iwn,57,Orange
iwo,22,White
iwp,14,Green
iwq,63,Green
iwr,13,Black
iws,87,Pink
iwt,78,White
iwu,80,Magenta
iwv,90,Purple
iww,38,Lavender
iwx,46,Orange
iwy,21,Orange
iwz,9,Red
ixa,40,Brown
ixb,29,Orange
ixc,14,White
ixd,70,Gray
ixe,3,Purple
ixf,50,Blue
ixg,80,Purple
ixh,27,Yellow
ixi,65,Orange
ixj,5,Brown
ixk,95,Turquoise
ixl,73,Yellow
ixm,93,Pink
ixn,15,Magenta
ixo,2,Brown
ixp,54,Brown
ixq,50,Orange
ixr,69,Orange
ixs,34,Orange
ixt,90,Black
ixu,69,Yellow
ixv,29,Cyan
ixw,11,Black
ixx,2,Gray
ixy,10,Yellow
ixz,24,Brown
iya,32,Magenta
iyb,39,Green
iyc,26,Cyan
iyd,52,Turquoise
iye,77,Cyan
iyf,23,Purple
iyg,21,Brown
iyh,88,Orange
iyi,74,Magenta
iyj,23,Brown
iyk,31,Cyan
iyl,92,White
iym,41,Lavender
iyn,90,Brown
iyo,68,Cyan
iyp,84,Pink
iyq,53,White
iyr,60,Blue
iys,77,Purple
iyt,79,Black
iyu,80,Pink
iyv,14,Yellow
iyw,70,Purple
iyx,94,Yellow
iyy,40,Cyan
iyz,36,Purple
iza,95,Yellow
izb,10,Turquoise
izc,48,Cyan
izd,67,Blue
ize,25,Brown
izf,73,White
izg,72,Turquoise
izh,28,Turquoise
izi,39,Blue
izj,24,White
izk,30,Black
izl,86,White
izm,72,Red
izn,80,Purple
izo,55,Lavender
izp,85,Turquoise
izq,58,Lavender
izr,84,Lavender
izs,60,Orange
izt,42,Turquoise
izu,54,Blue
izv,96,Orange
izw,56,Purple
izx,75,Magenta
izy,3,Purple
izz,59,Purple
jaa,80,Blue
jab,97,Purple
jac,33,Yellow
jad,64,Yellow
jae,12,Magenta
jaf,44,White
jag,11,Magenta
jah,38,Lavender
jai,68,Purple
jaj,66,Orange
jak,47,Lavender
jal,31,Lavender
jam,3,Turquoise
jan,100,Brown
jao,7,Cyan
jap,32,White
jaq,9,Gray
jar,94,Orange
jas,42,Magenta
jat,0,White
jau,73,Cyan
jav,69,Lavender
jaw,35,Brown
jax,63,Brown
jay,87,Black
jaz,80,White
jba,23,Magenta
jbb,42,Pink
jbc,100,Pink
jbd,72,Gray
jbe,0,Lavender
jbf,89,Black
jbg,58,Red
jbh,35,Cyan
jbi,25,White
jbj,36,Yellow
jbk,78,Pink
jbl,80,Purple
jbm,41,Lavender
jbn,12,Gray
jbo,56,Gray
jbp,18,Purple
jbq,71,Magenta
jbr,64,Yellow
jbs,71,White
jbt,82,White
jbu,97,Gray
jbv,51,Green
jbw,24,Lavender
jbx,83,Turquoise
jby,96,Black
jbz,78,Gray
jca,39,Red
jcb,6,Red
jcc,85,Turquoise
